,Name,Role,Real_Name,Attr,Gender,Race,Appearance
943,Kellyanne_Conway,Not in the game,Kellyanne Conway,Political Celebrities,Female,Caucasian,Member Berries
944,Girl_with_Ear_Infection,Not in the game,Girl with Ear Infection,Uncategorized,Female,Caucasian,Lice Capades
945,Luiz_In%C3%A1cio_Lula_da_Silva,Not in the game,Luiz Inácio Lula da Silva,Political Celebrities,Male,Caucasian,Unknown
946,Billy_Harris,Not in the game,Billy Harris,Kindergartners,Male,Unknown,Trapper Keeper
947,Inuit,Not in the game,Inuit,Uncategorized,Male,Unknown,Unknown
948,Ali_Khamenei,Not in the game,Ali Khamenei,Political Celebrities,Male,Unknown,Ginger Cow
949,Rebecca_Turnod,Not in the game,Rebecca Turnod,Uncategorized,Female,Unknown,T.M.I.
950,Fonics_Monkey,Not in the game,Fonics Monkey,Animals,Male,Primate,Hooked on Monkey Fonics
951,Handicapped_Boy_with_Brown_Hair,Not in the game,Handicapped Boy with Brown Hair,Uncategorized,Male,Unknown,Up the Down Steroid
952,Michael_Landon,Not in the game,Michael Landon,Television‎ Celebrities,Male,Unknown,Mr. Hankey's Christmas Classics
953,Project_Imagination_Doorway_Lead_Scientist,Not in the game,Project Imagination Doorway Lead Scientist,Uncategorized,Male,Caucasian,Two Days Before the Day After Tomorrow
954,Vanity,Not in the game,Vanity,5th-9th Graders,Female,Caucasian,Freak Strike
955,Kurt_Loder,Not in the game,Kurt Loder,Television‎ Celebrities,Male,Unknown,Timmy 2000
956,Redneck_with_Brown_Hair_and_White_Shirt,Not in the game,Redneck with Brown Hair and White Shirt,Uncategorized,Male,Unknown,Goobacks
957,PewDiePie,Not in the game,PewDiePie,Internet Celebrities,Male,Caucasian,REHASH|#REHASH
958,Dave_Beckett,Not in the game,Dave Beckett,Uncategorized,Male,Caucasian,The End of Serialization as We Know It
959,Mrs._White,Not in the game,Mrs. White,Uncategorized,Female,Caucasian,Splatty Tomato
960,Wikileaks,Not in the game,Wikileaks,Animals,Male,Rat,Bass to Mouth
961,Kenny\'s_Rats,Not in the game,Kenny\'s Rats,Animals,Unknown,Unknown,Unknown
962,6th_Grader_with_Brown_Shirt,Not in the game,6th Grader with Brown Shirt,Uncategorized,Male,Unknown,Unknown
963,Jeff_Arrando,Not in the game,Jeff Arrando,Uncategorized,Male,Hispanic,The Entity
964,Tay_Zonday,Not in the game,Tay Zonday,Internet Celebrities,Male,African-American ,Canada on Strike
965,The_Boys,Not in the game,The Boys,Groups and Cliques,Male,Unknown,Unknown
966,Amanda_Harrison,Not in the game,Amanda Harrison,Uncategorized,Female,Unknown,All About Mormons
967,Handicapped_Girl_with_Big_Chin,Not in the game,Handicapped Girl with Big Chin,Uncategorized,Female,Unknown,Up the Down Steroid
968,Ellen_Malkinson,Not in the game,Ellen Malkinson,Uncategorized,Female,Unknown,Basic Cable
969,Star_Wars_Kid,Not in the game,Star Wars Kid,Internet Celebrities,Male,Caucasian,Canada on Strike
970,Crab_King,Not in the game,Crab King,Monsters,Male,Crab Person,South Park: The Fractured But Whole
971,Johnny_Knoxville,Not in the game,Johnny Knoxville,Television‎ Celebrities,Male,Unknown,Fat Camp
972,Mahatma_Gandhi,Not in the game,Mahatma Gandhi,Political Celebrities,Male,Indian,"South Park: Bigger, Longer & Uncut"
973,Betsy_Donovan,Not in the game,Betsy Donovan,Uncategorized,Female,Caucasian,Red Hot Catholic Love
974,Leonard_Maltin,Not in the game,Leonard Maltin,Uncategorized,Male,Caucasian,Mecha-Streisand
975,Charlotte\'s_Mother,Not in the game,Charlotte\'s Mother,Uncategorized,Unknown,Unknown,Unknown
976,Tardicaca_Shark,Not in the game,Tardicaca Shark,Animals,Male,Unknown,Crippled Summer
977,Sgt._Snetzl,Not in the game,Sgt. Snetzl,Uncategorized,Male,Unknown,The Jeffersons
978,Mr._and_Mrs._Whipple,Not in the game,Mr. and Mrs. Whipple,Uncategorized,Unknown,Caucasian,The Last of the Meheecans
979,Chief_Stevens,Not in the game,Chief Stevens,Uncategorized,Male,Unknown,Merry Christmas Charlie Manson!
980,Recess_Supervisor,Not in the game,Recess Supervisor,School Faculty,Female,Unknown,Damien
981,Wise_Man,Not in the game,Wise Man,Uncategorized,Male,Caucasian,Red Man's Greed
982,Tall_Handicapped_Boy_with_Blond_Hair,Not in the game,Tall Handicapped Boy with Blond Hair,Uncategorized,Male,Unknown,Up the Down Steroid
983,Lennart_Bedrager,Not in the game,Lennart Bedrager,Uncategorized,Male,Danish,The Damned
984,Mr._Handler,Not in the game,Mr. Handler,Uncategorized,Male,Unknown,It Hits the Fan
985,Dr._Cornwallis,Not in the game,Dr. Cornwallis,Animals,Male,Goat,Douche and Turd
986,Abraham_Lincoln,Not in the game,Abraham Lincoln,Historical Celebrities,Male,Caucasian,Follow That Egg!
987,Droopy_Dog,Not in the game,Droopy Dog,Uncategorized,Male,Unknown,Crippled Summer
988,Phyllis,Not in the game,Phyllis,Uncategorized,Female,Unknown,Chef's Chocolate Salty Balls
989,Clyde\'s_Sister,Not in the game,Clyde\'s Sister,Uncategorized,Unknown,Unknown,Unknown
990,Maury,Not in the game,Maury,Monsters,Male,Caucasian,Raisins
991,Charlotte\'s_Grandmother,Not in the game,Charlotte\'s Grandmother,Uncategorized,Unknown,Unknown,Unknown
992,Laura_Tucker,Not in the game,Laura Tucker,Uncategorized,Female,Caucasian,Tweek vs. Craig
993,Christine,Not in the game,Christine,Uncategorized,Female,Unknown,Night of the Living Homeless
994,William_Shatner,Not in the game,William Shatner,Uncategorized,Male,Caucasian,Spookyfish
995,Officer_Foley,Not in the game,Officer Foley,Uncategorized,Male,Caucasian,Fun with Veal
996,Medicinal_Fried_Chicken_Clerk,Not in the game,Medicinal Fried Chicken Clerk,Uncategorized,Male,Caucasian,Medicinal Fried Chicken
997,Profile_Stan_Marsh,Not in the game,Profile Stan Marsh,Monsters,Male,Virtual Entity,You Have 0 Friends
998,Jeff_Bezos,Not in the game,Jeff Bezos,Business Celebrities,Male,Bezosian,Unfulfilled
999,Rosie_O\'Donnell,Not in the game,Rosie O\'Donnell,Uncategorized,Unknown,Unknown,Unknown
1000,Brett_Favre,Not in the game,Brett Favre,Uncategorized,Male,Caucasian,Summer Sucks
1001,Jenkins,Not in the game,Jenkins,Monsters,Male,Caucasian,"Make Love, Not Warcraft"
1002,Funnybot_(Character),Not in the game,Funnybot (Character),Uncategorized,Male,Robot,Funnybot
1003,Tooth_Decay,Not in the game,Tooth Decay,Monsters,Male,Atonkatok,Royal Pudding
1004,Swallow,Not in the game,Swallow,Uncategorized,Unknown,Swallow,Super Best Friends
1005,Injured_Thief,Not in the game,Injured Thief,Monsters,Male,Unknown,Super Fun Time
1006,Mr._Allen,Not in the game,Mr. Allen,Uncategorized,Male,Unknown,"Mr. Hankey, the Christmas Poo"
1007,Officer_Bright,Not in the game,Officer Bright,Uncategorized,Male,Caucasian,Splatty Tomato
1008,Dotty_Applegate,Not in the game,Dotty Applegate,Uncategorized,Female,Unknown,Handicar
1009,Canadian_Gift_Shop_Owner,Not in the game,Canadian Gift Shop Owner,Uncategorized,Male,Canadian,South Park: The Stick of Truth
1010,Crack_Babies,Not in the game,Crack Babies,Uncategorized,Male,Unknown,Crack Baby Athletic Association
1011,Steven_Spielberg,Not in the game,Steven Spielberg,Uncategorized,Male,Unknown,Cripple Fight
1012,Brad,Not in the game,Brad,Uncategorized,Male,Unknown,Stunning and Brave
1013,Christine_Jonez,Not in the game,Christine Jonez,Uncategorized,Female,Unknown,Jared Has Aides
1014,General_Revaur,Not in the game,General Revaur,Uncategorized,Male,Caucasian,Unknown
1015,Dairy_Gold_Milk_Company_President,Not in the game,Dairy Gold Milk Company President,Uncategorized,Male,Caucasian,How to Eat with Your Butt
1016,Tony,Not in the game,Tony,Uncategorized,Male,Unknown,Fat Camp
1017,America\'s_Most_Wanted_Actors,Not in the game,America\'s Most Wanted Actors,Monsters,Unknown,Unknown,Unknown
1018,Truck_Driver,Not in the game,Truck Driver,Uncategorized,Male,Unknown,It Hits the Fan
1019,Brian_(Sea_Park_Announcer),Not in the game,Brian (Sea Park Announcer),Uncategorized,Male,Unknown,Free Willzyx
1020,John_Edward,Not in the game,John Edward,Uncategorized,Male,Unknown,The Biggest Douche in the Universe
1021,Indiana_Jones,Not in the game,Indiana Jones,Monsters,Male,Caucasian,Free Hat
1022,Jeff_White,Not in the game,Jeff White,Uncategorized,Male,Unknown,Gluten Free Ebola
1023,Silvio_Berlusconi,Not in the game,Silvio Berlusconi,Political Celebrities,Male,Caucasian,Pinewood Derby
1024,Tom_Pusslicker,Not in the game,Tom Pusslicker,Uncategorized,Male,Unknown,Volcano
1025,Thomas_Jefferson,Not in the game,Thomas Jefferson,Historical Celebrities,Male,Unknown,I'm a Little Bit Country
1026,Howard_Cartman,Not in the game,Howard Cartman,Uncategorized,Male,Unknown,Merry Christmas Charlie Manson!
1027,Dr._Pinkerton,Not in the game,Dr. Pinkerton,Uncategorized,Male,Unknown,Insheeption
1028,VH1_Anchor,Not in the game,VH1 Anchor,Uncategorized,Female,Unknown,Death
1029,Dr._Biber,Not in the game,Dr. Biber,Uncategorized,Male,Unknown,Mr. Garrison's Fancy New Vagina
1030,Rob_Reiner,Not in the game,Rob Reiner,Television‎ Celebrities,Male,Caucasian,Butt Out
1031,Daniel_Tanner,Not in the game,Daniel Tanner,4th Graders,Male,Unknown,Breast Cancer Show Ever
1032,Alcoholics_Anonymous_Boy,Not in the game,Alcoholics Anonymous Boy,Uncategorized,Male,Unknown,Bloody Mary
1033,Marty_Jonus,Not in the game,Marty Jonus,Uncategorized,Male,Caucasian,City on the Edge of Forever (Flashbacks)
1034,Peter_Pan,Not in the game,Peter Pan,Monsters,Male,Caucasian,Band in China
1035,Mackey\'s_Neighbor,Not in the game,Mackey\'s Neighbor,Uncategorized,Unknown,Unknown,Unknown
1036,Aaron_Brown,Not in the game,Aaron Brown,Uncategorized,Male,Unknown,Goobacks
1037,Chris_Hansen,Not in the game,Chris Hansen,Television‎ Celebrities,Male,Caucasian,Le Petit Tourette
1038,"Blonde-Haired_Girl_(""Erection_Day"")",Not in the game,"Blonde-Haired Girl (""Erection Day"")",Uncategorized,Female,Unknown,Erection Day
1039,New_York_Boy_with_Red_Outfit,Not in the game,New York Boy with Red Outfit,Uncategorized,Male,Unknown,World Wide Recorder Concert
1040,Tom_and_Mary,Not in the game,Tom and Mary,Uncategorized,Male,Unknown,Cow Days
1041,200_Pregnant_Mexican_Women,Not in the game,200 Pregnant Mexican Women,Uncategorized,Female,Latina,Stunning and Brave
1042,Blaze,Not in the game,Blaze,School Faculty,Female,Unknown,Lil' Crime Stoppers
1043,Tony_Stewart,Not in the game,Tony Stewart,Uncategorized,Male,Caucasian,Poor and Stupid
1044,American_Association_of_Retired_Persons_(AARP),Not in the game,American Association of Retired Persons (AARP),Monsters,Unknown,Unknown,Unknown
1045,NFL_Owners_and_Presidents,Not in the game,NFL Owners and Presidents,Uncategorized,Male,Unknown,Unknown
1046,Rebecca_Cotswolds,Not in the game,Rebecca Cotswolds,1st-3rd Graders,Female,Unknown,Unknown
1047,Mr._Yelman,Not in the game,Mr. Yelman,Uncategorized,Male,Unknown,Insheeption
1048,Emperor_Hirohito,Not in the game,Emperor Hirohito,Political Celebrities,Male,Japanese,Chinpokomon
1049,Fidel_Castro,Not in the game,Fidel Castro,Political Celebrities,Male,Hispanic,The Wacky Molestation Adventure
1050,Charlotte\'s_Sister,Not in the game,Charlotte\'s Sister,Uncategorized,Unknown,Unknown,Unknown
1051,Bat,Not in the game,Bat,Animals,Unknown,Unknown,The Pandemic Special
1052,Billy_Turner,Not in the game,Billy Turner,1st-3rd Graders,Male,Caucasian,Erection Day
1053,Jason_Voorhees,Not in the game,Jason Voorhees,Monsters,Male,Caucasian,Hell on Earth 2006
1054,Roy,Not in the game,Roy,Uncategorized,Male,Unknown,Clubhouses
1055,Kelly_Ripa,Not in the game,Kelly Ripa,Uncategorized,Female,Caucasian,"Eat, Pray, Queef"
1056,"Mr._Nelson_(""Goobacks"")",Not in the game,"Mr. Nelson (""Goobacks"")",Uncategorized,Male,Unknown,Goobacks
1057,Bob_White,Not in the game,Bob White,Uncategorized,Male,Caucasian,Splatty Tomato
1058,Steven_Seagal,Not in the game,Steven Seagal,Uncategorized,Male,Unknown,Safe Space
1059,Peter_Panda,Not in the game,Peter Panda,Monsters,Unknown,Unknown,Cartman's Mom is a Dirty Slut
1060,"Steve_(""Grounded_Vindaloop"")",Not in the game,"Steve (""Grounded Vindaloop"")",Uncategorized,Male,Indian,Grounded Vindaloop
1061,Buddy_Ebsen,Not in the game,Buddy Ebsen,Uncategorized,Male,Caucasian,Roger Ebert Should Lay off the Fatty Foods
1062,Richard_Dawkins,Not in the game,Richard Dawkins,Uncategorized,Male,Unknown,Go God Go
1063,Mr._Dog,Not in the game,Mr. Dog,Uncategorized,Male,Dog,Casa Bonita
1064,R._Kelly,Not in the game,R. Kelly,Music Celebrities,Male,African-American,Trapped in the Closet
1065,Steve_Black,Not in the game,Steve Black,Uncategorized,Male,African-American,Cartman's Silly Hate Crime 2000
1066,Alejandro_White,Not in the game,Alejandro White,Uncategorized,Male,Latino,Season Finale
1067,Janson,Not in the game,Janson,Uncategorized,Male,Caucasian,Medicinal Fried Chicken
1068,Gobbles,Not in the game,Gobbles,Animals,Male,Turkey,Helen Keller! The Musical
1069,Justin_Bieber,Not in the game,Justin Bieber,Uncategorized,Male,Caucasian,Coon vs. Coon & Friends
1070,"Chad\'s_Parents_(""Fat_Camp"")",Not in the game,"Chad\'s Parents (""Fat Camp"")",Uncategorized,Unknown,Unknown,Unknown
1071,Jack_Tenorman,Not in the game,Jack Tenorman,Uncategorized,Male,Caucasian,Cartman's Mom is a Dirty Slut
1072,Brian,Not in the game,Brian,Uncategorized,Male,Unknown,Cartoon Wars Part II
1073,Donald_Rumsfeld,Not in the game,Donald Rumsfeld,Political Celebrities,Male,Caucasian,A Ladder to Heaven
1074,"Boy_with_Huge_Glasses_(""Probably"")",Not in the game,"Boy with Huge Glasses (""Probably"")",Uncategorized,Male,Unknown,Probably
1075,Big_Bad_Government_Guy,Not in the game,Big Bad Government Guy,Uncategorized,Male,Caucasian,South Park: The Stick of Truth
1076,Tyler_Perry,Not in the game,Tyler Perry,Uncategorized,Male,African-American,Funnybot
1077,Delivery_Express_Man,Not in the game,Delivery Express Man,Uncategorized,Male,Caucasian,The Pandemic Special
1078,Mandy,Not in the game,Mandy,4th Graders,Female,Unknown,Douche and Turd
1079,"Michael_(""Fat_Butt_and_Pancake_Head"")",Not in the game,"Michael (""Fat Butt and Pancake Head"")",Uncategorized,Male,Unknown,Fat Butt and Pancake Head
1080,Chad_Handler,Not in the game,Chad Handler,Uncategorized,Male,Unknown,Up the Down Steroid
1081,Ryan_Valmer,Not in the game,Ryan Valmer,Uncategorized,Male,Unknown,Krazy Kripples
1082,John_F._Kennedy,Not in the game,John F. Kennedy,Political Celebrities,Male,Caucasian,Mr. Hankey's Christmas Classics
1083,Alois_and_Klara_Hitler,Not in the game,Alois and Klara Hitler,Uncategorized,Male,Unknown,Mr. Hankey's Christmas Classics
1084,Brian_Dennehy,Not in the game,Brian Dennehy,Uncategorized,Male,Unknown,"South Park: Bigger, Longer & Uncut"
1085,Foreman,Not in the game,Foreman,Uncategorized,Male,Unknown,Rainforest Shmainforest
1086,Kublai_Khan,Not in the game,Kublai Khan,Historical Celebrities,Male,Mongolian,"South Park: Bigger, Longer & Uncut"
1087,"DJ_(""Korn\'s_Groovy_Pirate_Ghost_Mystery"")",Not in the game,"DJ (""Korn\'s Groovy Pirate Ghost Mystery"")",Uncategorized,Unknown,Unknown,Unknown
1088,Pearl,Not in the game,Pearl,School Faculty,Unknown,Unknown,Tweek vs. Craig
1089,Swimming_Instructor,Not in the game,Swimming Instructor,Monsters,Female,Unknown,Summer Sucks
1090,Mysterion,Not in the game,Mysterion,Monsters,Male,Unknown,Unknown
1091,Mr._Rodriguez,Not in the game,Mr. Rodriguez,Uncategorized,Male,Latino,You're Not Yelping
1092,Elmer_Fudd,Not in the game,Elmer Fudd,Uncategorized,Male,Caucasian,Crippled Summer
1093,Magic_Johnson,Not in the game,Magic Johnson,Sports Celebrities,Male,African-American,Tonsil Trouble
1094,Cliff_Barackman,Not in the game,Cliff Barackman,Uncategorized,Male,Caucasian,Jewpacabra
1095,Allied_Atheist_Alliance_(AAA),Not in the game,Allied Atheist Alliance (AAA),Animals,Unknown,Unknown,Unknown
1096,Grandpa_McCormick,Not in the game,Grandpa McCormick,Uncategorized,Male,Caucasian,Fat Camp
1097,Thomas\'_Mother,Not in the game,Thomas\' Mother,Uncategorized,Unknown,Unknown,Unknown
1098,Dr._Shay,Not in the game,Dr. Shay,Uncategorized,Male,Unknown,Timmy 2000
1099,Rauf_Xerxes,Not in the game,Rauf Xerxes,Uncategorized,Female,Persian,D-Yikes!
1100,"Scott_(""Clubhouses"")",Not in the game,"Scott (""Clubhouses"")",Uncategorized,Male,Unknown,Clubhouses
1101,Peter_Galtman,Not in the game,Peter Galtman,School Faculty,Male,Caucasian,Holiday Special
1102,Teenager_Girl_with_Violet_Shirt,Not in the game,Teenager Girl with Violet Shirt,Uncategorized,Female,Unknown,Clubhouses
1103,Black_Panther,Not in the game,Black Panther,Monsters,Male,Wakandan,Band in China
1104,The_Orange_County_Crew_Coach,Not in the game,The Orange County Crew Coach,Monsters,Male,Unknown,You Got F'd in the A
1105,Dr._Chinstrap,Not in the game,Dr. Chinstrap,Uncategorized,Male,Unknown,Insheeption
1106,Don_King,Not in the game,Don King,Television‎ Celebrities,Male,African-American,Damien
1107,Craig_Tucker,Not in the game,Craig Tucker,4th Graders,Male,Unknown,"Mr. Hankey, the Christmas Poo"
1108,Patches,Not in the game,Patches,Uncategorized,Female,Border Collie,Cash For Gold
1109,Ghost_Hunters,Not in the game,Ghost Hunters,Monsters,Male,Unknown,Unknown
1110,Rick_James,Not in the game,Rick James,Music Celebrities,Male,Unknown,Chef Aid
1111,Roger,Not in the game,Roger,Uncategorized,Male,Caucasian,Good Times with Weapons
1112,Terrance_Mephesto,Not in the game,Terrance Mephesto,4th Graders,Male,Caucasian,An Elephant Makes Love to a Pig
1113,Mrs._Hakeem,Not in the game,Mrs. Hakeem,Uncategorized,Female,Middle Eastern,The Snuke
1114,Pope_John_Paul_II,Not in the game,Pope John Paul II,Religious Figures,Male,Caucasian,Do the Handicapped Go to Hell?
1115,The_Knights_of_Standards_and_Practices,Not in the game,The Knights of Standards and Practices,Monsters,Male,Unknown,Unknown
1116,9th_Grader_with_Red_Hood,Not in the game,9th Grader with Red Hood,5th-9th Graders,Male,Unknown,Scott Tenorman Must Die
1117,Bloods_(Gang),Not in the game,Bloods (Gang),Uncategorized,Male,Unknown,Unknown
1118,Citizen_with_Blond_Hair_and_Blue_Shirt,Not in the game,Citizen with Blond Hair and Blue Shirt,Uncategorized,Male,Unknown,Death
1119,Fleetwood_Mac,Not in the game,Fleetwood Mac,Monsters,Unknown,Unknown,Unknown
1120,Sheriff_McLawdog,Not in the game,Sheriff McLawdog,Uncategorized,Male,Caucasian,Super Fun Time
1121,PC_Ohio_State,Not in the game,PC Ohio State,Uncategorized,Male,Unknown,Stunning and Brave
1122,John_Wayne_Gacy,Not in the game,John Wayne Gacy,Criminal Celebrities,Male,Caucasian,Hell on Earth 2006
1123,Alex,Not in the game,Alex,Uncategorized,Male,Unknown,South Park: Post Covid
1124,Jenny_Harrison,Not in the game,Jenny Harrison,Uncategorized,Female,Unknown,All About Mormons
1125,Whole_Foods_Representative,Not in the game,Whole Foods Representative,Uncategorized,Male,Caucasian,The City Part of Town
1126,Russian_Taxi_Driver,Not in the game,Russian Taxi Driver,Uncategorized,Male,Caucasian,Handicar
1127,Frank_Sinatra,Not in the game,Frank Sinatra,Music Celebrities,Male,Caucasian,Do the Handicapped Go to Hell?
1128,Matt_Hasselbeck,Not in the game,Matt Hasselbeck,Sports Celebrities,Male,Caucasian,Insheeption
1129,Cheech_and_Chong,Not in the game,Cheech and Chong,Uncategorized,Male,Unknown,Cherokee Hair Tampons
1130,Brian_Jeffries,Not in the game,Brian Jeffries,Uncategorized,Male,African-American,The Snuke
1131,Wonder_Woman,Not in the game,Wonder Woman,Monsters,Female,Themysciran,Imaginationland
1132,Jennifer_Lopez,Not in the game,Jennifer Lopez,Music Celebrities,Female,Unknown,Fat Butt and Pancake Head
1133,Heather_Swanson,Not in the game,Heather Swanson,Uncategorized,Male,Caucasian,Board Girls
1134,Count_Ravyncrowe,Not in the game,Count Ravyncrowe,Uncategorized,Male,Unknown,The Ungroundable
1135,Veronica,Not in the game,Veronica,Monsters,Female,Demon,The Succubus
1136,Phil_and_Josh,Not in the game,Phil and Josh,Uncategorized,Male,Unknown,Unknown
1137,Jason_Giambi,Not in the game,Jason Giambi,Sports Celebrities,Male,Caucasian,Up the Down Steroid
1138,Fluffy,Not in the game,Fluffy,Animals,Female,Pot-Bellied Pig,An Elephant Makes Love to a Pig
1139,Harvey_Brown,Not in the game,Harvey Brown,Uncategorized,Male,Unknown,Something Wall-Mart This Way Comes
1140,Jewbots,Not in the game,Jewbots,Uncategorized,Male,Unknown,Unknown
1141,Phil_Collins,Not in the game,Phil Collins,Music Celebrities,Male,Caucasian,Timmy 2000
1142,Yasmine_Bleeth,Not in the game,Yasmine Bleeth,Television‎ Celebrities,Female,Caucasian,The Entity
1143,Elvis_Presley_Hologram,Not in the game,Elvis Presley Hologram,Uncategorized,Unknown,Unknown,HappyHolograms|#HappyHolograms
1144,DOI_Agents,Not in the game,DOI Agents,Uncategorized,Male,Unknown,Jakovasaurs
1145,Kindergartner_with_Cyan_Hood,Not in the game,Kindergartner with Cyan Hood,Kindergartners,Male,Unknown,Trapper Keeper
1146,"Butters\'_Friends_(""Dances_with_Smurfs"")",Not in the game,"Butters\' Friends (""Dances with Smurfs"")",Groups and Cliques,Unknown,Unknown,Unknown
1147,Chinese_Customs_Officers,Not in the game,Chinese Customs Officers,Monsters,Unknown,Unknown,Unknown
1148,Bill_Cosby,Not in the game,Bill Cosby,Criminal Celebrities,Male,Unknown,Here Comes the Neighborhood
1149,Maria_Sanchez,Not in the game,Maria Sanchez,4th Graders,Female,Latina,Cartman Finds Love
1150,Canadian_Minister_of_Streaming,Not in the game,Canadian Minister of Movies,Uncategorized,Male,Unknown,"South Park: Bigger, Longer & Uncut"
1151,Meat_Loaf,Not in the game,Meat Loaf,Music Celebrities,Male,Caucasian,Chef Aid
1152,Chris_Holt,Not in the game,Chris Holt,Uncategorized,Male,Unknown,Towelie
1153,Strippers,Not in the game,Strippers,Uncategorized,Female,Unknown,Unknown
1154,Alien_Chief_of_Security,Not in the game,Alien Chief of Security,Uncategorized,Unknown,Alien,South Park: The Stick of Truth
1155,Beth,Not in the game,Beth,4th Graders,Female,Unknown,Stupid Spoiled Whore Video Playset
1156,Matt_Lauer,Not in the game,Matt Lauer,Television‎ Celebrities,Male,Caucasian,Something You Can Do with Your Finger
1157,"Kevin_(""Summer_Sucks"")",Not in the game,"Kevin (""Summer Sucks"")",4th Graders,Male,Unknown,Summer Sucks
1158,Secret_Society_of_Cynics,Not in the game,Secret Society of Cynics,Monsters,Unknown,Unknown,Unknown
1159,Tall_Girl_with_Black_Hair,Not in the game,Tall Girl with Black Hair,Uncategorized,Female,Unknown,Stupid Spoiled Whore Video Playset
1160,"Kevin_(""Butters\'_Bottom_Bitch"")",Not in the game,"Kevin (""Butters\' Bottom Bitch"")",Uncategorized,Unknown,Unknown,Unknown
1161,Larry_King,Not in the game,Larry King,Television‎ Celebrities,Male,Caucasian,Krazy Kripples
1162,Robby,Not in the game,Robby,Animals,Male,Dog,Helen Keller! The Musical
1163,Kip_Drordy,Not in the game,Kip Drordy,1st-3rd Graders,Male,Unknown,You Have 0 Friends
1164,Aunt_Jemima,Not in the game,Aunt Jemima,Monsters,Female,African-American,Gluten Free Ebola
1165,Carlos_Mencia,Not in the game,Carlos Mencia,Television‎ Celebrities,Male,Latino,Fishsticks
1166,Diego,Not in the game,Diego,Uncategorized,Male,Unknown,D-Yikes!
1167,Marklar,Not in the game,Marklar,Aliens,Unknown,Marklar,Starvin' Marvin in Space
1168,Jerry_Jones,Not in the game,Jerry Jones,Uncategorized,Male,Caucasian,Go Fund Yourself
1169,Miley_Cyrus,Not in the game,Miley Cyrus,Music Celebrities,Female,Caucasian,Britney's New Look
1170,Florence_Cartman,Not in the game,Florence Cartman,Uncategorized,Female,Caucasian,Merry Christmas Charlie Manson!
1171,Marcus,Not in the game,Marcus,Uncategorized,Male,Unknown,City on the Edge of Forever (Flashbacks)
1172,Paul_McDonahue,Not in the game,Paul McDonahue,Uncategorized,Male,Caucasian,Smug Alert!
1173,Lil\'_Qties_Blonde_Girl,Not in the game,Lil\' Qties Blonde Girl,Uncategorized,Unknown,Unknown,Unknown
1174,Slaughterhouse,Not in the game,Slaughterhouse,Uncategorized,Male,Caucasian,Cock Magic
1175,Mr._Billings,Not in the game,Mr. Billings,Uncategorized,Male,Caucasian,Jewpacabra
1176,James_Cameron,Not in the game,James Cameron,Uncategorized,Male,Caucasian,Raising the Bar
1177,Kindergartner_Girl_with_Brown_Pigtails,Not in the game,Kindergartner Girl with Brown Pigtails,Uncategorized,Female,Unknown,Trapper Keeper
1178,6th_Grader_with_Green_Jacket,Not in the game,6th Grader with Green Jacket,Uncategorized,Male,Unknown,Stupid Spoiled Whore Video Playset
1179,Mrs._Harris,Not in the game,Mrs. Harris,Uncategorized,Female,Caucasian,Trapper Keeper
1180,Dean_Martin,Not in the game,Dean Martin,Uncategorized,Male,Unknown,Do the Handicapped Go to Hell?
1181,Richard_Burch,Not in the game,Richard Burch,Uncategorized,Male,Unknown,Timmy 2000
1182,Mrs._Zimmerman,Not in the game,Mrs. Zimmerman,Uncategorized,Female,Unknown,World War Zimmerman
1183,6th_Grader_Girl_with_Blonde_Hair,Not in the game,6th Grader Girl with Blonde Hair,Uncategorized,Female,Unknown,Erection Day
1184,Dylan_and_Sarah,Not in the game,Dylan and Sarah,Uncategorized,Unknown,Caucasian,Cartoon Wars Part I
1185,Mrs._Barbrady,Not in the game,Mrs. Barbrady,Uncategorized,Female,Unknown,Naughty Ninjas
1186,Mrs._Sanders,Not in the game,Mrs. Sanders,Uncategorized,Female,Unknown,Fat Camp
1187,Brian_Boyant,Not in the game,Brian Boyant,Uncategorized,Male,Caucasian ,Sponsored Content
1188,Billy_Bob_Thornton,Not in the game,Billy Bob Thornton,Uncategorized,Male,Unknown,Sexual Healing
1189,Woman_with_Bowl_Cut,Not in the game,Woman with Bowl Cut,Uncategorized,Female,Unknown,The China Probrem
1190,Samantha_Dunskin,Not in the game,Samantha Dunskin,4th Graders,Female,Unknown,"Eat, Pray, Queef"
1191,Mitch_Conner,Not in the game,Mitch Conner,Monsters,Male,Caucasian,Fat Butt and Pancake Head
1192,Great-Great-Grandpa_Marsh,Not in the game,Great-Great-Grandpa Marsh,Uncategorized,Male,Unknown,Death
1193,Canadian_Minister_of_Sports,Not in the game,Canadian Minister of Sports,Uncategorized,Male,Canadian,Freemium Isn't Free
1194,Quadriplegic_Swiss_Man_on_a_Pony,Not in the game,Quadriplegic Swiss Man on a Pony,Uncategorized,Male,Unknown,Mecha-Streisand
1195,Jared_Fogle,Not in the game,Jared Fogle,Criminal Celebrities,Male,Caucasian,Jared Has Aides
1196,Halfy,Not in the game,Halfy,Uncategorized,Male,Unknown,"Mr. Hankey, the Christmas Poo"
1197,Johnnie_Cochran,Not in the game,Johnnie Cochran,Uncategorized,Male,African-American,Chef Aid
1198,Jakartha,Not in the game,Jakartha,Uncategorized,Male,Caucasian,Follow That Egg!
